MV1_T1_MV_Type_ID_num,MV1_T1_MV_Supplier_ID_num,MV2_T2_MV_Type_ID_num,MV2_T2_MV_Supplier_ID_num,PSec_MVgeneration_pSection_ID_num,HU_HU_Block_Type_ID_num,HU_HU_Block_Supplier_ID_num,PSec_HUgeneration_pSection_ID_num,PF_M1_T1_s0,PF_M1_T1_s0_LTL,PF_M1_T1_s0_UTL,PF_M1_T1_Force,PF_M1_T1_Force_LTL,PF_M1_T1_Force_UTL,PF_M1_T1_Force_MpGood,PF_M1_T1_sgrad,PF_M1_T1_sgrad_LTL,PF_M1_T1_sgrad_UTL,PF_M1_T1_sgrad_MpGood,PF_M1_T1_Fmax_LTL,PF_M1_T1_Fmax,PF_M1_T1_Fmax_UTL,PF_M1_T1_Fmax_MpGood,PF_M1_T1_smax,PF_M1_T1_smax_LTL,PF_M1_T1_smax_UTL,PF_M1_T1_smax_MpGood,PSec_C2_pSection_ID_num,PF_M1_T2_s0,PF_M1_T2_s0_LTL,PF_M1_T2_s0_UTL,PF_M1_T2_s0_MpGood,PF_M1_T2_Force,PF_M1_T2_Force_LTL,PF_M1_T2_Force_UTL,PF_M1_T2_Force_MpGood,PF_M1_T2_sgrad_LTL,PF_M1_T2_sgrad,PF_M1_T2_sgrad_UTL,PF_M1_T2_sgrad_MpGood,PF_M1_T2_Fmax,PF_M1_T2_Fmax_LTL,PF_M1_T2_Fmax_UTL,PF_M1_T2_Fmax_MpGood,PF_M1_T2_smax,PF_M1_T2_smax_LTL,PF_M1_T2_smax_UTL,PF_M1_T2_smax_MpGood,Sec_C2_Machine1_ProcessResult,product_type_ID_num,line_ID_num,batch_ID_num
91.0,24.0,91.0,24.0,-721.0,911.0,11.0,-711.0,14.83535679715186,12.0,17.0,26037.910458077753,15000.0,36000.0,1.0,23.117877603500506,20.0,25.0,1.0,18000.0,30570.162499445025,36000.0,1.0,23.6838246719847,20.0,26.0,1.0,721.0,14.775695546541066,12.0,17.0,1.0,26632.787664972388,18000.0,36000.0,1.0,20.0,23.152394353835305,25.0,1.0,31121.52138040298,18000.0,36000.0,1.0,23.712907243292292,20.0,26.0,1.0,1.0,91121.0,7.0,16.0
11.0,22.0,11.0,22.0,-121.0,21.0,12.0,-111.0,10.207544704683007,9.0,11.0,17140.74528144042,15000.0,19000.0,1.0,17.999903484603966,16.5,19.0,1.0,10000.0,24300.867153456475,25000.0,1.0,19.350534886141375,17.0,20.0,1.0,122.0,10.203864323078164,9.0,11.0,1.0,16097.078968888414,10000.0,19000.0,1.0,16.5,17.827762025682325,19.0,1.0,23030.71279156853,10000.0,25000.0,1.0,19.13567042934708,17.0,20.0,1.0,1.0,211.0,1.0,25.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.99679107679883,9.0,11.0,13140.347924507214,15000.0,19000.0,0.0,17.11301320418252,16.5,19.0,1.0,10000.0,19500.14113574511,25000.0,1.0,18.38174537380725,17.0,20.0,1.0,121.0,9.995099637270112,9.0,11.0,1.0,13652.192530821576,10000.0,19000.0,1.0,16.5,17.270340089004886,19.0,1.0,20171.177913731924,10000.0,25000.0,1.0,18.570829931032605,17.0,20.0,1.0,0.0,211.0,1.0,3.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.017079199376765,9.0,11.0,17529.155411764394,15000.0,19000.0,1.0,18.035263603444946,16.5,19.0,1.0,10000.0,24066.42192734859,25000.0,1.0,19.342981722695793,17.0,20.0,1.0,121.0,9.999461021192003,9.0,11.0,1.0,15325.20655242319,10000.0,19000.0,1.0,16.5,17.610536683069462,19.0,1.0,21841.016883726847,10000.0,25000.0,1.0,18.91396269630218,17.0,20.0,1.0,1.0,111.0,1.0,57.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.988689380383313,9.0,11.0,12965.690177838522,15000.0,19000.0,0.0,17.121133845452896,16.5,19.0,1.0,10000.0,19473.087985022237,25000.0,1.0,18.42411287095931,17.0,20.0,1.0,121.0,9.995905247458547,9.0,11.0,1.0,15434.743903607714,10000.0,19000.0,1.0,16.5,17.642604421471507,19.0,1.0,21992.356206397726,10000.0,25000.0,1.0,18.95563791675064,17.0,20.0,1.0,0.0,211.0,1.0,13.0
91.0,24.0,91.0,21.0,-721.0,911.0,11.0,-711.0,15.155936132801433,12.0,17.0,27126.480924089003,15000.0,36000.0,1.0,23.45046163995569,20.0,25.0,1.0,18000.0,31126.794854383847,36000.0,1.0,23.935490894429424,20.0,26.0,1.0,722.0,15.309842222278261,12.0,17.0,1.0,22214.567581825635,18000.0,36000.0,1.0,20.0,22.90973604026818,25.0,1.0,26255.2661151748,18000.0,36000.0,1.0,23.399661838926434,20.0,26.0,1.0,1.0,91121.0,7.0,15.0
91.0,24.0,91.0,24.0,-721.0,911.0,11.0,-711.0,14.675748408921983,12.0,17.0,27121.735637290323,15000.0,36000.0,1.0,23.136375261444,20.0,25.0,1.0,18000.0,31707.360856402265,36000.0,1.0,23.709810419533806,20.0,26.0,1.0,721.0,15.224941339623507,12.0,17.0,1.0,24516.534892502386,18000.0,36000.0,1.0,20.0,23.341146616205876,25.0,1.0,29033.262843615306,18000.0,36000.0,1.0,23.905966129998735,20.0,26.0,1.0,1.0,91121.0,7.0,0.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.235097096009131,9.0,11.0,12726.987554548774,15000.0,19000.0,0.0,17.139984532088896,16.5,19.0,1.0,10000.0,19601.34944645347,25000.0,1.0,18.432302155703695,17.0,20.0,1.0,122.0,10.1978640620574,9.0,11.0,1.0,18738.564431233084,10000.0,19000.0,1.0,16.5,18.282085112229304,19.0,1.0,25615.08403383172,10000.0,25000.0,0.0,19.574808365864794,17.0,20.0,1.0,0.0,111.0,1.0,15.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.993906120848571,9.0,11.0,13228.161370485574,15000.0,19000.0,0.0,17.15622940851496,16.5,19.0,1.0,10000.0,19792.64939160365,25000.0,1.0,18.464752778721035,17.0,20.0,1.0,121.0,10.006246152050581,9.0,11.0,1.0,15095.040783446093,10000.0,19000.0,1.0,16.5,17.548121583950053,19.0,1.0,21578.839091977465,10000.0,25000.0,1.0,18.840560779074195,17.0,20.0,1.0,0.0,211.0,1.0,4.0
81.0,23.0,81.0,21.0,-721.0,912.0,12.0,-711.0,15.387674148369898,12.0,17.0,18858.64345185648,15000.0,23000.0,1.0,22.38717236969755,20.0,24.0,1.0,12500.0,23302.426011808762,26000.0,1.0,22.942201647420053,20.0,25.0,1.0,721.0,14.65067826182026,12.0,17.0,1.0,15891.21875547671,12500.0,23000.0,1.0,20.0,20.977751596342813,24.0,1.0,20400.953627026458,12500.0,26000.0,1.0,21.541018330191086,20.0,25.0,1.0,1.0,912.0,7.0,11.0
91.0,24.0,91.0,21.0,-721.0,911.0,11.0,-711.0,15.691833479521266,12.0,17.0,25543.00044285231,15000.0,36000.0,1.0,23.877161025067114,20.0,25.0,1.0,18000.0,30071.5800473462,36000.0,1.0,24.44343078652354,20.0,26.0,1.0,721.0,14.920454668080712,12.0,17.0,1.0,24279.928375801825,18000.0,36000.0,1.0,20.0,22.885927967513336,25.0,1.0,28747.651303353672,18000.0,36000.0,1.0,23.444587992817436,20.0,26.0,1.0,1.0,91121.0,7.0,2.0
91.0,24.0,91.0,24.0,-721.0,911.0,11.0,-711.0,15.185912641550072,12.0,17.0,29388.638867947433,15000.0,36000.0,1.0,23.834088465056237,20.0,25.0,1.0,18000.0,33937.337564609275,36000.0,1.0,24.403294153598452,20.0,26.0,1.0,721.0,14.994624744883312,12.0,17.0,1.0,27299.84765690127,18000.0,36000.0,1.0,20.0,23.415667223222982,25.0,1.0,31792.596995725493,18000.0,36000.0,1.0,23.97787163626308,20.0,26.0,1.0,1.0,91121.0,7.0,0.0
91.0,24.0,91.0,24.0,-721.0,911.0,11.0,-711.0,14.76837500403474,12.0,17.0,23139.637622027112,15000.0,36000.0,1.0,22.726503689183144,20.0,25.0,1.0,18000.0,27634.817950878914,36000.0,1.0,23.289678667222105,20.0,26.0,1.0,721.0,15.257169518041025,12.0,17.0,1.0,21209.566903085364,18000.0,36000.0,1.0,20.0,22.963676040037832,25.0,1.0,25706.17512854912,18000.0,36000.0,1.0,23.527029910931862,20.0,26.0,1.0,1.0,91121.0,7.0,28.0
92.0,24.0,92.0,24.0,-721.0,921.0,13.0,-711.0,14.49880605601341,12.0,17.0,20771.5390252602,15000.0,28000.0,1.0,21.07679856769887,19.5,25.0,1.0,15000.0,25262.650169565142,28000.0,1.0,21.637753378736303,20.0,26.0,1.0,721.0,14.976038742488216,12.0,17.0,1.0,21677.94625466306,15000.0,28000.0,1.0,19.5,21.727371537603858,25.0,1.0,26190.789869931337,15000.0,28000.0,1.0,22.29104080699044,20.0,26.0,1.0,1.0,92122.0,7.0,22.0
11.0,22.0,11.0,22.0,-121.0,21.0,12.0,-111.0,9.991934187760448,9.0,11.0,15733.528062007854,15000.0,19000.0,1.0,17.657001457379263,16.5,19.0,1.0,10000.0,22195.458140221555,25000.0,1.0,18.953107703817906,17.0,20.0,1.0,121.0,10.000174380141312,9.0,11.0,1.0,15809.306660618731,10000.0,19000.0,1.0,16.5,17.71050721956772,19.0,1.0,22212.697739719984,10000.0,25000.0,1.0,18.994871964397472,17.0,20.0,1.0,1.0,211.0,1.0,48.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.992523172436933,9.0,11.0,14644.371951677489,15000.0,19000.0,0.0,17.41071404554452,16.5,19.0,1.0,10000.0,21128.78965049739,25000.0,1.0,18.705350537325046,17.0,20.0,1.0,121.0,10.011490685570253,9.0,11.0,1.0,14754.698449582434,10000.0,19000.0,1.0,16.5,17.477695663964692,19.0,1.0,21320.368852356572,10000.0,25000.0,1.0,18.7885545400025,17.0,20.0,1.0,0.0,211.0,1.0,31.0
91.0,24.0,91.0,24.0,-721.0,911.0,11.0,-711.0,15.23140320827579,12.0,17.0,29258.790079393704,15000.0,36000.0,1.0,23.827986637570113,20.0,25.0,1.0,18000.0,33246.26963924498,36000.0,1.0,24.31326208579183,20.0,26.0,1.0,722.0,15.123937464533292,12.0,17.0,1.0,23939.07468233642,18000.0,36000.0,1.0,20.0,23.064270050261758,25.0,1.0,28002.886831281245,18000.0,36000.0,1.0,23.558835158989645,20.0,26.0,1.0,1.0,91121.0,7.0,0.0
81.0,23.0,81.0,23.0,-721.0,912.0,12.0,-711.0,14.730432346176721,12.0,17.0,18437.83191012082,15000.0,23000.0,1.0,21.59653315853683,20.0,24.0,1.0,12500.0,22972.517246433046,26000.0,1.0,22.165869165489486,20.0,25.0,1.0,721.0,16.14295343881072,12.0,17.0,1.0,19127.061945288795,12500.0,23000.0,1.0,20.0,23.10758978268693,24.0,1.0,23688.66073492842,12500.0,26000.0,1.0,23.680304810875754,20.0,25.0,1.0,1.0,912.0,7.0,10.0
91.0,24.0,91.0,21.0,-721.0,911.0,11.0,-711.0,15.00926474327833,12.0,17.0,25895.3399156485,15000.0,36000.0,1.0,23.203362641892454,20.0,25.0,1.0,18000.0,29868.36236073509,36000.0,1.0,23.68967410694274,20.0,26.0,1.0,722.0,15.090132191135137,12.0,17.0,1.0,24670.18472691176,18000.0,36000.0,1.0,20.0,23.11863959762485,25.0,1.0,28647.201692006896,18000.0,36000.0,1.0,23.605440005515096,20.0,26.0,1.0,1.0,91121.0,7.0,21.0
11.0,22.0,11.0,22.0,-121.0,21.0,12.0,-111.0,10.01250353815156,9.0,11.0,16473.829545759032,15000.0,19000.0,1.0,17.799015682145804,16.5,19.0,1.0,10000.0,23005.969927914066,25000.0,1.0,19.10150066318264,17.0,20.0,1.0,121.0,9.99249198118363,9.0,11.0,1.0,15402.794055646857,10000.0,19000.0,1.0,16.5,17.606132898701144,19.0,1.0,21970.967905499223,10000.0,25000.0,1.0,18.915802821846494,17.0,20.0,1.0,1.0,211.0,1.0,48.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.185760378318486,9.0,11.0,14225.786632538622,15000.0,19000.0,0.0,17.40265782206129,16.5,19.0,1.0,10000.0,21079.941386936334,25000.0,1.0,18.69410211708116,17.0,20.0,1.0,122.0,10.21620262749672,9.0,11.0,1.0,16675.55182248662,10000.0,19000.0,1.0,16.5,17.82992278034714,19.0,1.0,23735.820010422456,10000.0,25000.0,1.0,19.16020250109168,17.0,20.0,1.0,0.0,111.0,1.0,11.0
11.0,21.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.179242753964354,9.0,11.0,12559.880761263286,15000.0,19000.0,0.0,17.056407278156755,16.5,19.0,1.0,10000.0,19643.054316568057,25000.0,1.0,18.39114636804166,17.0,20.0,1.0,122.0,10.19365965609076,9.0,11.0,1.0,14603.21823786309,10000.0,19000.0,1.0,16.5,17.467368685460023,19.0,1.0,21726.5125387567,10000.0,25000.0,1.0,18.809668048580455,17.0,20.0,1.0,0.0,211.0,1.0,59.0
11.0,22.0,11.0,22.0,-121.0,11.0,12.0,-111.0,10.204299957456763,9.0,11.0,14570.83365492324,15000.0,19000.0,0.0,17.461796060089664,16.5,19.0,1.0,10000.0,21521.11193593187,25000.0,1.0,18.769386041885625,17.0,20.0,1.0,122.0,10.185155127029198,9.0,11.0,1.0,16560.335994147896,10000.0,19000.0,1.0,16.5,17.805813889545195,19.0,1.0,23669.955766794017,10000.0,25000.0,1.0,19.143381568596663,17.0,20.0,1.0,0.0,111.0,1.0,40.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.005660134681987,9.0,11.0,14631.969491724014,15000.0,19000.0,0.0,17.461480635198654,16.5,19.0,1.0,10000.0,21104.52767649044,25000.0,1.0,18.75782817298998,17.0,20.0,1.0,121.0,10.003335153894934,9.0,11.0,1.0,14791.677719544785,10000.0,19000.0,1.0,16.5,17.518665718304774,19.0,1.0,21276.556877684372,10000.0,25000.0,1.0,18.817480945538133,17.0,20.0,1.0,0.0,211.0,1.0,31.0
92.0,24.0,92.0,24.0,-721.0,921.0,13.0,-711.0,15.235151655055805,12.0,17.0,21829.329841014107,15000.0,28000.0,1.0,21.89428192759675,19.5,25.0,1.0,15000.0,25814.554294154488,28000.0,1.0,22.379909536641865,20.0,26.0,1.0,722.0,15.438826111207378,12.0,17.0,1.0,24104.022071405478,15000.0,28000.0,1.0,19.5,22.356045870176875,25.0,1.0,28147.31511963223,15000.0,28000.0,0.0,22.848749545657892,20.0,26.0,1.0,0.0,92122.0,7.0,20.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.24096819598714,9.0,11.0,13333.0986726898,15000.0,19000.0,0.0,17.312086474406286,16.5,19.0,1.0,10000.0,20270.055196723617,25000.0,1.0,18.622453200635913,17.0,20.0,1.0,122.0,10.211181875193025,9.0,11.0,1.0,14639.525244018267,10000.0,19000.0,1.0,16.5,17.51075043552714,19.0,1.0,21670.5691718953,10000.0,25000.0,1.0,18.838889941927196,17.0,20.0,1.0,0.0,211.0,1.0,36.0
11.0,22.0,11.0,21.0,-121.0,21.0,13.0,-111.0,10.00631591356108,9.0,11.0,13987.252360752282,15000.0,19000.0,0.0,17.370442844301127,16.5,19.0,1.0,10000.0,20539.180907484813,25000.0,1.0,18.68387365244621,17.0,20.0,1.0,121.0,9.995200636645263,9.0,11.0,1.0,12447.09774013893,10000.0,19000.0,1.0,16.5,16.9630792450342,19.0,1.0,18938.77829268952,10000.0,25000.0,1.0,18.264432453259946,17.0,20.0,1.0,0.0,211.0,1.0,58.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.000805642985599,9.0,11.0,13466.838192457979,15000.0,19000.0,0.0,17.19556355197969,16.5,19.0,1.0,10000.0,19998.190611524078,25000.0,1.0,18.49522807695882,17.0,20.0,1.0,121.0,9.995379348484208,9.0,11.0,1.0,15296.410128448017,10000.0,19000.0,1.0,16.5,17.566222191717667,19.0,1.0,21809.82515582114,10000.0,25000.0,1.0,18.862317380645365,17.0,20.0,1.0,0.0,211.0,1.0,21.0
91.0,24.0,91.0,21.0,-721.0,911.0,12.0,-711.0,14.522040009823652,12.0,17.0,23542.126880433258,15000.0,36000.0,1.0,22.48379628409813,20.0,25.0,1.0,18000.0,28048.324871009714,36000.0,1.0,23.044334989677168,20.0,26.0,1.0,721.0,14.908198680557264,12.0,17.0,1.0,26003.63348100584,18000.0,36000.0,1.0,20.0,23.084409441749443,25.0,1.0,30534.70077299953,18000.0,36000.0,1.0,23.64804171002906,20.0,26.0,1.0,1.0,91121.0,7.0,29.0
91.0,24.0,91.0,24.0,-721.0,911.0,12.0,-711.0,15.696868647830241,12.0,17.0,28337.66145217966,15000.0,36000.0,1.0,24.293198913768745,20.0,25.0,1.0,18000.0,32870.72153975803,36000.0,1.0,24.859238969613134,20.0,26.0,1.0,721.0,15.240842676160055,12.0,17.0,1.0,23939.64464120642,18000.0,36000.0,1.0,20.0,23.235733526231108,25.0,1.0,28376.771495242774,18000.0,36000.0,1.0,23.789794466020922,20.0,26.0,1.0,1.0,91121.0,7.0,24.0
91.0,24.0,91.0,24.0,-721.0,911.0,12.0,-711.0,14.932865432252445,12.0,17.0,28502.516345243508,15000.0,36000.0,1.0,23.565161677650995,20.0,25.0,1.0,18000.0,33004.0772271388,36000.0,1.0,24.128343188042706,20.0,26.0,1.0,721.0,14.648530594589522,12.0,17.0,1.0,28042.973439942263,18000.0,36000.0,1.0,20.0,23.155829820631887,25.0,1.0,32606.21424169599,18000.0,36000.0,1.0,23.726727985610328,20.0,26.0,1.0,1.0,91121.0,7.0,24.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.179403298554963,9.0,11.0,14998.96657058785,15000.0,19000.0,0.0,17.527842613960225,16.5,19.0,1.0,10000.0,21865.419620056455,25000.0,1.0,18.818401931769802,17.0,20.0,1.0,122.0,10.181437614956897,9.0,11.0,1.0,14967.08107480246,10000.0,19000.0,1.0,16.5,17.47856748279546,19.0,1.0,22002.55830575529,10000.0,25000.0,1.0,18.800895128558068,17.0,20.0,1.0,0.0,211.0,1.0,31.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.01020929351531,9.0,11.0,13851.740932736684,15000.0,19000.0,0.0,17.307213631671505,16.5,19.0,1.0,10000.0,20458.939054312606,25000.0,1.0,18.63100120333719,17.0,20.0,1.0,121.0,10.00396057199877,9.0,11.0,1.0,14351.231941098424,10000.0,19000.0,1.0,16.5,17.377216750036645,19.0,1.0,20781.685198122876,10000.0,25000.0,1.0,18.665592540377816,17.0,20.0,1.0,0.0,211.0,1.0,19.0
81.0,21.0,81.0,23.0,-721.0,912.0,12.0,-711.0,15.510580387543689,12.0,17.0,14602.75506982988,15000.0,23000.0,0.0,21.838667979858183,20.0,24.0,1.0,12500.0,19064.96155727055,26000.0,1.0,22.398873683978895,20.0,25.0,1.0,721.0,14.963276729967532,12.0,17.0,1.0,19323.663206431236,12500.0,23000.0,1.0,20.0,21.95677328553112,24.0,1.0,23851.4910965465,12500.0,26000.0,1.0,22.5252173991011,20.0,25.0,1.0,0.0,912.0,7.0,7.0
11.0,22.0,11.0,21.0,-121.0,21.0,13.0,-111.0,10.005817139290185,9.0,11.0,13982.699667061093,15000.0,19000.0,0.0,17.313058844372513,16.5,19.0,1.0,10000.0,20460.860516203727,25000.0,1.0,18.602804143634717,17.0,20.0,1.0,121.0,9.997013222911963,9.0,11.0,1.0,12101.765225993493,10000.0,19000.0,1.0,16.5,16.849150755513676,19.0,1.0,18648.128792779713,10000.0,25000.0,1.0,18.152474620749487,17.0,20.0,1.0,0.0,211.0,1.0,2.0
11.0,22.0,11.0,21.0,-121.0,11.0,11.0,-111.0,9.995669947334099,9.0,11.0,15570.343687986695,15000.0,19000.0,1.0,17.634056859974812,16.5,19.0,1.0,10000.0,22036.151882772516,25000.0,1.0,18.927260206719417,17.0,20.0,1.0,121.0,9.989353048512772,9.0,11.0,1.0,16215.340603578336,10000.0,19000.0,1.0,16.5,17.713169675291873,19.0,1.0,22791.433435127678,10000.0,25000.0,1.0,19.028430660781794,17.0,20.0,1.0,1.0,111.0,1.0,0.0
11.0,22.0,11.0,21.0,-121.0,11.0,11.0,-111.0,9.99536670075323,9.0,11.0,14642.264485191188,15000.0,19000.0,0.0,17.45033270438308,16.5,19.0,1.0,10000.0,21124.69765070832,25000.0,1.0,18.74780236720242,17.0,20.0,1.0,121.0,9.997247748333907,9.0,11.0,1.0,14866.048625834495,10000.0,19000.0,1.0,16.5,17.407341734679015,19.0,1.0,21385.57262534139,10000.0,25000.0,1.0,18.712235188942344,17.0,20.0,1.0,0.0,111.0,1.0,54.0
11.0,21.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.211497293925616,9.0,11.0,13704.527058620537,15000.0,19000.0,0.0,17.292269870834456,16.5,19.0,1.0,10000.0,20660.39770308011,25000.0,1.0,18.61219504126817,17.0,20.0,1.0,122.0,10.22983484072017,9.0,11.0,1.0,11390.575621058058,10000.0,19000.0,1.0,16.5,16.928628266647898,19.0,1.0,18407.162143769554,10000.0,25000.0,1.0,18.260074700205376,17.0,20.0,1.0,0.0,111.0,1.0,35.0
11.0,21.0,11.0,22.0,-121.0,21.0,12.0,-111.0,10.20120211200404,9.0,11.0,14473.116146202094,15000.0,19000.0,0.0,17.40956341570346,16.5,19.0,1.0,10000.0,21628.658624050357,25000.0,1.0,18.758056622845956,17.0,20.0,1.0,122.0,10.20345337271927,9.0,11.0,1.0,16518.123911939656,10000.0,19000.0,1.0,16.5,17.824150254960752,19.0,1.0,23600.714415309863,10000.0,25000.0,1.0,19.15889534414632,17.0,20.0,1.0,0.0,211.0,1.0,37.0
11.0,22.0,11.0,22.0,-121.0,11.0,12.0,-111.0,10.003734805776979,9.0,11.0,18594.364426997916,15000.0,19000.0,1.0,18.293821515892837,16.5,19.0,1.0,10000.0,25109.205903525504,25000.0,0.0,19.60420920051768,17.0,20.0,1.0,121.0,9.99741172150164,9.0,11.0,1.0,14237.59256051101,10000.0,19000.0,1.0,16.5,17.407516765294506,19.0,1.0,20717.049701498185,10000.0,25000.0,1.0,18.710787285566564,17.0,20.0,1.0,0.0,111.0,1.0,49.0
81.0,23.0,81.0,23.0,-721.0,912.0,11.0,-711.0,15.261301305482466,12.0,17.0,16262.824563395081,15000.0,23000.0,1.0,21.8464478679703,20.0,24.0,1.0,12500.0,20294.676552783632,26000.0,1.0,22.337848307894692,20.0,25.0,1.0,722.0,15.095702614351422,12.0,17.0,1.0,15312.023124507396,12500.0,23000.0,1.0,20.0,21.543544313740576,24.0,1.0,19319.89831951085,12500.0,26000.0,1.0,22.03202247195923,20.0,25.0,1.0,1.0,912.0,7.0,17.0
11.0,21.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.193127463335754,9.0,11.0,12867.91678967476,15000.0,19000.0,0.0,17.078230030630362,16.5,19.0,1.0,10000.0,20053.345292923426,25000.0,1.0,18.43807922670202,17.0,20.0,1.0,122.0,10.230618185018008,9.0,11.0,1.0,15449.966911132547,10000.0,19000.0,1.0,16.5,17.694684694216093,19.0,1.0,22306.563555006076,10000.0,25000.0,1.0,18.992302147335764,17.0,20.0,1.0,0.0,211.0,1.0,52.0
81.0,21.0,81.0,21.0,-721.0,912.0,12.0,-711.0,15.175160930770547,12.0,17.0,15412.535956695197,15000.0,23000.0,1.0,21.5527393420356,20.0,24.0,1.0,12500.0,19430.708394689016,26000.0,1.0,22.041887001959125,20.0,25.0,1.0,722.0,15.33176708113308,12.0,17.0,1.0,15122.218866071255,12500.0,23000.0,1.0,20.0,21.63888816586391,24.0,1.0,18975.16817130518,12500.0,26000.0,1.0,22.107922575298094,20.0,25.0,1.0,1.0,912.0,7.0,6.0
11.0,21.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.1988575829361,9.0,11.0,15496.8905219392,15000.0,19000.0,1.0,17.596545155021108,16.5,19.0,1.0,10000.0,22397.873238544176,25000.0,1.0,18.897720466515924,17.0,20.0,1.0,122.0,10.202207168186135,9.0,11.0,1.0,19791.292446658612,10000.0,19000.0,0.0,16.5,18.452122983101194,19.0,1.0,26873.077599539163,10000.0,25000.0,0.0,19.787388463489467,17.0,20.0,1.0,0.0,111.0,1.0,35.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,9.985425521692303,9.0,11.0,14900.297380436547,15000.0,19000.0,0.0,17.468162260411532,16.5,19.0,1.0,10000.0,21391.288601641652,25000.0,1.0,18.76959806153573,17.0,20.0,1.0,121.0,9.981780106405568,9.0,11.0,1.0,13674.791625897124,10000.0,19000.0,1.0,16.5,17.243736057837864,19.0,1.0,20137.988749852917,10000.0,25000.0,1.0,18.539599176456807,17.0,20.0,1.0,0.0,211.0,1.0,31.0
11.0,22.0,11.0,21.0,-121.0,21.0,13.0,-111.0,9.999661398881745,9.0,11.0,16082.635973684552,15000.0,19000.0,1.0,17.72328490398892,16.5,19.0,1.0,10000.0,22563.0653852946,25000.0,1.0,19.011789076538925,17.0,20.0,1.0,121.0,9.998548041665448,9.0,11.0,1.0,11176.937784719414,10000.0,19000.0,1.0,16.5,16.681620280130222,19.0,1.0,17695.2021125238,10000.0,25000.0,1.0,17.977647171359507,17.0,20.0,1.0,1.0,211.0,1.0,20.0
81.0,23.0,81.0,23.0,-721.0,912.0,12.0,-711.0,15.241317953430874,12.0,17.0,18955.16378007097,15000.0,23000.0,1.0,22.18635485681883,20.0,24.0,1.0,12500.0,23471.987795776236,26000.0,1.0,22.75159584718236,20.0,25.0,1.0,721.0,14.395712068971982,12.0,17.0,1.0,18106.476468192024,12500.0,23000.0,1.0,20.0,21.223645871368813,24.0,1.0,22652.720032150613,12500.0,26000.0,1.0,21.79256846069058,20.0,25.0,1.0,1.0,912.0,7.0,10.0
11.0,22.0,11.0,21.0,-121.0,11.0,11.0,-111.0,10.185507075775748,9.0,11.0,12840.402050236644,15000.0,19000.0,0.0,17.154663608105338,16.5,19.0,1.0,10000.0,19977.342057306487,25000.0,1.0,18.502816829947193,17.0,20.0,1.0,122.0,10.19235760181074,9.0,11.0,1.0,16271.506674652499,10000.0,19000.0,1.0,16.5,17.742652484773146,19.0,1.0,23384.853924693838,10000.0,25000.0,1.0,19.086349083556854,17.0,20.0,1.0,0.0,111.0,1.0,54.0
11.0,22.0,11.0,22.0,-121.0,21.0,13.0,-111.0,10.023862806845267,9.0,11.0,13612.70888968329,15000.0,19000.0,0.0,17.307486204082686,16.5,19.0,1.0,10000.0,20135.16219107866,25000.0,1.0,18.610818337256095,17.0,20.0,1.0,121.0,9.997388201830255,9.0,11.0,1.0,15105.925783235689,10000.0,19000.0,1.0,16.5,17.52780472008427,19.0,1.0,21678.81680111112,10000.0,25000.0,1.0,18.841215437737276,17.0,20.0,1.0,0.0,211.0,1.0,36.0
11.0,22.0,11.0,22.0,-121.0,11.0,11.0,-111.0,10.00957457205174,9.0,11.0,15351.275563897885,15000.0,19000.0,1.0,17.57061345530903,16.5,19.0,1.0,10000.0,21863.991389186398,25000.0,1.0,18.86692757018843,17.0,20.0,1.0,121.0,9.998204358609291,9.0,11.0,1.0,15779.508611370537,10000.0,19000.0,1.0,16.5,17.687558204130614,19.0,1.0,22291.854176889196,10000.0,25000.0,1.0,18.983798621188907,17.0,20.0,1.0,1.0,111.0,1.0,17.0
