,source,target,dagLevel
398,HU_T1_DboreMin_Meas,HU_T1_DboreMin_Meas_UTL_MpGood,
399,HU_T1_DboreMin_Meas_LTL_MpGood,HU_T1_DboreMin_Meas_MpGood,
400,HU_T1_DboreMin_Meas_LTL,HU_T1_DboreMin_Meas_LTL_MpGood,
401,HU_T1_DboreMin_Meas_UTL_MpGood,HU_T1_DboreMin_Meas_MpGood,
402,HU_T1_DboreMin_Meas_UTL,HU_T1_DboreMin_Meas_UTL_MpGood,
403,HU_T1_DboreMin_Meas_MpGood,Sec_C0_Machine1_ProcessResult,
404,HU_T1_DboreMax_Meas_LTL,HU_T1_DboreMax_Meas_LTL_MpGood,
405,HU_T1_DboreMax_Meas_LTL_MpGood,HU_T1_DboreMax_Meas_MpGood,
406,HU_T1_DboreMax_Meas,HU_T1_DboreMax_Meas_LTL_MpGood,
407,HU_T1_DboreMax_Meas,HU_T1_DboreMax_Meas_UTL_MpGood,
408,HU_T1_DboreMax_Meas_UTL,HU_T1_DboreMax_Meas_UTL_MpGood,
409,HU_T1_DboreMax_Meas_UTL_MpGood,HU_T1_DboreMax_Meas_MpGood,
410,HU_T1_DboreMax_Meas_MpGood,Sec_C0_Machine1_ProcessResult,
411,HU_T1_errorMeas,HU_T1_DboreMin_Meas,
412,HU_T1_errorMeas,HU_T1_DboreMax_Meas,
413,PSec_C0_pSection_ID_num,HU_T1_errorMeas,2.0
414,PSec_C0_pSection_ID_num,HU_measurement_D_machine1_sensorError,2.0
415,PSec_C0_pSection_ID_num,HU_T2_errorMeas,2.0
416,PSec_C0_pSection_ID_num,HU_T3_errorMeas,2.0
417,PSec_C0_pSection_ID_num,HU_T4_errorMeas,2.0
418,PSec_C0_pSection_ID_num,HU_T5_errorMeas,2.0
419,PSec_C0_pSection_ID_num,HU_measurement_D_machine2_sensorError,2.0
420,PSec_C0_pSection_ID_num,HU_T6_errorMeas,2.0
421,PSec_C0_pSection_ID_num,HU_T7_errorMeas,2.0
422,PSec_C0_pSection_ID_num,HU_T8_errorMeas,2.0
423,HU_measurement_D_machine1_sensorError,HU_T1_errorMeas,2.0
424,HU_measurement_D_machine1_sensorError,HU_T2_errorMeas,2.0
425,HU_measurement_D_machine1_sensorError,HU_T3_errorMeas,2.0
426,HU_measurement_D_machine1_sensorError,HU_T4_errorMeas,2.0
427,HU_T2_DboreMin_Meas_LTL,HU_T2_DboreMin_Meas_LTL_MpGood,
428,HU_T2_DboreMin_Meas_LTL_MpGood,HU_T2_DboreMin_Meas_MpGood,
429,HU_T2_DboreMin_Meas,HU_T2_DboreMin_Meas_LTL_MpGood,
430,HU_T2_DboreMin_Meas,HU_T2_DboreMin_Meas_UTL_MpGood,
431,HU_T2_DboreMin_Meas_UTL,HU_T2_DboreMin_Meas_UTL_MpGood,
432,HU_T2_DboreMin_Meas_UTL_MpGood,HU_T2_DboreMin_Meas_MpGood,
433,HU_T2_DboreMin_Meas_MpGood,Sec_C0_Machine1_ProcessResult,
434,HU_T2_DboreMax_Meas,HU_T2_DboreMax_Meas_LTL_MpGood,
435,HU_T2_DboreMax_Meas,HU_T2_DboreMax_Meas_UTL_MpGood,
436,HU_T2_DboreMax_Meas_LTL_MpGood,HU_T2_DboreMax_Meas_MpGood,
437,HU_T2_DboreMax_Meas_LTL,HU_T2_DboreMax_Meas_LTL_MpGood,
438,HU_T2_DboreMax_Meas_UTL_MpGood,HU_T2_DboreMax_Meas_MpGood,
439,HU_T2_DboreMax_Meas_UTL,HU_T2_DboreMax_Meas_UTL_MpGood,
440,HU_T2_DboreMax_Meas_MpGood,Sec_C0_Machine1_ProcessResult,
441,HU_T2_errorMeas,HU_T2_DboreMin_Meas,
442,HU_T2_errorMeas,HU_T2_DboreMax_Meas,
443,HU_T3_DboreMin_Meas_LTL,HU_T3_DboreMin_Meas_LTL_MpGood,
444,HU_T3_DboreMin_Meas_LTL_MpGood,HU_T3_DboreMin_Meas_MpGood,
445,HU_T3_DboreMin_Meas,HU_T3_DboreMin_Meas_LTL_MpGood,
446,HU_T3_DboreMin_Meas,HU_T3_DboreMin_Meas_UTL_MpGood,
447,HU_T3_DboreMin_Meas_UTL,HU_T3_DboreMin_Meas_UTL_MpGood,
448,HU_T3_DboreMin_Meas_UTL_MpGood,HU_T3_DboreMin_Meas_MpGood,
449,HU_T3_DboreMin_Meas_MpGood,Sec_C0_Machine1_ProcessResult,
450,HU_T3_DboreMax_Meas,HU_T3_DboreMax_Meas_LTL_MpGood,
451,HU_T3_DboreMax_Meas,HU_T3_DboreMax_Meas_UTL_MpGood,
452,HU_T3_DboreMax_Meas_LTL_MpGood,HU_T3_DboreMax_Meas_MpGood,
453,HU_T3_DboreMax_Meas_LTL,HU_T3_DboreMax_Meas_LTL_MpGood,
454,HU_T3_DboreMax_Meas_UTL,HU_T3_DboreMax_Meas_UTL_MpGood,
455,HU_T3_DboreMax_Meas_UTL_MpGood,HU_T3_DboreMax_Meas_MpGood,
456,HU_T3_DboreMax_Meas_MpGood,Sec_C0_Machine1_ProcessResult,
457,HU_T3_errorMeas,HU_T3_DboreMin_Meas,
458,HU_T3_errorMeas,HU_T3_DboreMax_Meas,
459,HU_T4_DboreMin_Meas_LTL,HU_T4_DboreMin_Meas_LTL_MpGood,
460,HU_T4_DboreMin_Meas_LTL_MpGood,HU_T4_DboreMin_Meas_MpGood,
461,HU_T4_DboreMin_Meas,HU_T4_DboreMin_Meas_LTL_MpGood,
462,HU_T4_DboreMin_Meas,HU_T4_DboreMin_Meas_UTL_MpGood,
463,HU_T4_DboreMin_Meas_UTL_MpGood,HU_T4_DboreMin_Meas_MpGood,
464,HU_T4_DboreMin_Meas_UTL,HU_T4_DboreMin_Meas_UTL_MpGood,
465,HU_T4_DboreMin_Meas_MpGood,Sec_C0_Machine1_ProcessResult,
466,HU_T4_DboreMax_Meas,HU_T4_DboreMax_Meas_LTL_MpGood,
467,HU_T4_DboreMax_Meas,HU_T4_DboreMax_Meas_UTL_MpGood,
468,HU_T4_DboreMax_Meas_LTL_MpGood,HU_T4_DboreMax_Meas_MpGood,
469,HU_T4_DboreMax_Meas_LTL,HU_T4_DboreMax_Meas_LTL_MpGood,
470,HU_T4_DboreMax_Meas_UTL_MpGood,HU_T4_DboreMax_Meas_MpGood,
471,HU_T4_DboreMax_Meas_UTL,HU_T4_DboreMax_Meas_UTL_MpGood,
472,HU_T4_DboreMax_Meas_MpGood,Sec_C0_Machine1_ProcessResult,
473,HU_T4_errorMeas,HU_T4_DboreMin_Meas,
474,HU_T4_errorMeas,HU_T4_DboreMax_Meas,
475,HU_T5_DboreMin_Meas,HU_T5_DboreMin_Meas_LTL_MpGood,
476,HU_T5_DboreMin_Meas,HU_T5_DboreMin_Meas_UTL_MpGood,
477,HU_T5_DboreMin_Meas_LTL_MpGood,HU_T5_DboreMin_Meas_MpGood,
478,HU_T5_DboreMin_Meas_LTL,HU_T5_DboreMin_Meas_LTL_MpGood,
479,HU_T5_DboreMin_Meas_UTL_MpGood,HU_T5_DboreMin_Meas_MpGood,
480,HU_T5_DboreMin_Meas_UTL,HU_T5_DboreMin_Meas_UTL_MpGood,
481,HU_T5_DboreMin_Meas_MpGood,Sec_C0_Machine2_ProcessResult,
482,HU_T5_DboreMax_Meas_LTL,HU_T5_DboreMax_Meas_LTL_MpGood,
483,HU_T5_DboreMax_Meas_LTL_MpGood,HU_T5_DboreMax_Meas_MpGood,
484,HU_T5_DboreMax_Meas,HU_T5_DboreMax_Meas_LTL_MpGood,
485,HU_T5_DboreMax_Meas,HU_T5_DboreMax_Meas_UTL_MpGood,
486,HU_T5_DboreMax_Meas_UTL,HU_T5_DboreMax_Meas_UTL_MpGood,
487,HU_T5_DboreMax_Meas_UTL_MpGood,HU_T5_DboreMax_Meas_MpGood,
488,HU_T5_DboreMax_Meas_MpGood,Sec_C0_Machine2_ProcessResult,
489,HU_T5_errorMeas,HU_T5_DboreMin_Meas,
490,HU_T5_errorMeas,HU_T5_DboreMax_Meas,
491,HU_measurement_D_machine2_sensorError,HU_T5_errorMeas,2.0
492,HU_measurement_D_machine2_sensorError,HU_T6_errorMeas,2.0
493,HU_measurement_D_machine2_sensorError,HU_T7_errorMeas,2.0
494,HU_measurement_D_machine2_sensorError,HU_T8_errorMeas,2.0
495,HU_T6_DboreMin_Meas_LTL,HU_T6_DboreMin_Meas_LTL_MpGood,
496,HU_T6_DboreMin_Meas_LTL_MpGood,HU_T6_DboreMin_Meas_MpGood,
497,HU_T6_DboreMin_Meas,HU_T6_DboreMin_Meas_LTL_MpGood,
498,HU_T6_DboreMin_Meas,HU_T6_DboreMin_Meas_UTL_MpGood,
499,HU_T6_DboreMin_Meas_UTL_MpGood,HU_T6_DboreMin_Meas_MpGood,
500,HU_T6_DboreMin_Meas_UTL,HU_T6_DboreMin_Meas_UTL_MpGood,
501,HU_T6_DboreMin_Meas_MpGood,Sec_C0_Machine2_ProcessResult,
502,HU_T6_DboreMax_Meas,HU_T6_DboreMax_Meas_LTL_MpGood,
503,HU_T6_DboreMax_Meas,HU_T6_DboreMax_Meas_UTL_MpGood,
504,HU_T6_DboreMax_Meas_LTL_MpGood,HU_T6_DboreMax_Meas_MpGood,
505,HU_T6_DboreMax_Meas_LTL,HU_T6_DboreMax_Meas_LTL_MpGood,
506,HU_T6_DboreMax_Meas_UTL,HU_T6_DboreMax_Meas_UTL_MpGood,
507,HU_T6_DboreMax_Meas_UTL_MpGood,HU_T6_DboreMax_Meas_MpGood,
508,HU_T6_DboreMax_Meas_MpGood,Sec_C0_Machine2_ProcessResult,
509,HU_T6_errorMeas,HU_T6_DboreMin_Meas,
510,HU_T6_errorMeas,HU_T6_DboreMax_Meas,
511,HU_T7_DboreMin_Meas,HU_T7_DboreMin_Meas_LTL_MpGood,
512,HU_T7_DboreMin_Meas,HU_T7_DboreMin_Meas_UTL_MpGood,
513,HU_T7_DboreMin_Meas_LTL_MpGood,HU_T7_DboreMin_Meas_MpGood,
514,HU_T7_DboreMin_Meas_LTL,HU_T7_DboreMin_Meas_LTL_MpGood,
515,HU_T7_DboreMin_Meas_UTL,HU_T7_DboreMin_Meas_UTL_MpGood,
516,HU_T7_DboreMin_Meas_UTL_MpGood,HU_T7_DboreMin_Meas_MpGood,
517,HU_T7_DboreMin_Meas_MpGood,Sec_C0_Machine2_ProcessResult,
518,HU_T7_DboreMax_Meas,HU_T7_DboreMax_Meas_LTL_MpGood,
519,HU_T7_DboreMax_Meas,HU_T7_DboreMax_Meas_UTL_MpGood,
520,HU_T7_DboreMax_Meas_LTL_MpGood,HU_T7_DboreMax_Meas_MpGood,
521,HU_T7_DboreMax_Meas_LTL,HU_T7_DboreMax_Meas_LTL_MpGood,
522,HU_T7_DboreMax_Meas_UTL_MpGood,HU_T7_DboreMax_Meas_MpGood,
523,HU_T7_DboreMax_Meas_UTL,HU_T7_DboreMax_Meas_UTL_MpGood,
524,HU_T7_DboreMax_Meas_MpGood,Sec_C0_Machine2_ProcessResult,
525,HU_T7_errorMeas,HU_T7_DboreMin_Meas,
526,HU_T7_errorMeas,HU_T7_DboreMax_Meas,
527,HU_T8_DboreMin_Meas,HU_T8_DboreMin_Meas_LTL_MpGood,
528,HU_T8_DboreMin_Meas,HU_T8_DboreMin_Meas_UTL_MpGood,
529,HU_T8_DboreMin_Meas_LTL_MpGood,HU_T8_DboreMin_Meas_MpGood,
530,HU_T8_DboreMin_Meas_LTL,HU_T8_DboreMin_Meas_LTL_MpGood,
531,HU_T8_DboreMin_Meas_UTL_MpGood,HU_T8_DboreMin_Meas_MpGood,
532,HU_T8_DboreMin_Meas_UTL,HU_T8_DboreMin_Meas_UTL_MpGood,
533,HU_T8_DboreMin_Meas_MpGood,Sec_C0_Machine2_ProcessResult,
534,HU_T8_DboreMax_Meas,HU_T8_DboreMax_Meas_LTL_MpGood,
535,HU_T8_DboreMax_Meas,HU_T8_DboreMax_Meas_UTL_MpGood,
536,HU_T8_DboreMax_Meas_LTL_MpGood,HU_T8_DboreMax_Meas_MpGood,
537,HU_T8_DboreMax_Meas_LTL,HU_T8_DboreMax_Meas_LTL_MpGood,
538,HU_T8_DboreMax_Meas_UTL,HU_T8_DboreMax_Meas_UTL_MpGood,
539,HU_T8_DboreMax_Meas_UTL_MpGood,HU_T8_DboreMax_Meas_MpGood,
540,HU_T8_DboreMax_Meas_MpGood,Sec_C0_Machine2_ProcessResult,
541,HU_T8_errorMeas,HU_T8_DboreMin_Meas,
542,HU_T8_errorMeas,HU_T8_DboreMax_Meas,
543,MV1_DmvMin_Meas_LTL,MV1_DmvMin_Meas_LTL_MpGood,
544,MV1_DmvMin_Meas_LTL_MpGood,MV1_DmvMin_Meas_MpGood,
545,MV1_DmvMin_Meas,MV1_DmvMin_Meas_LTL_MpGood,
546,MV1_DmvMin_Meas,MV1_DmvMin_Meas_UTL_MpGood,
547,MV1_DmvMin_Meas_UTL,MV1_DmvMin_Meas_UTL_MpGood,
548,MV1_DmvMin_Meas_UTL_MpGood,MV1_DmvMin_Meas_MpGood,
549,MV1_DmvMin_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
550,MV1_DmvMax_Meas_LTL,MV1_DmvMax_Meas_LTL_MpGood,
551,MV1_DmvMax_Meas_LTL_MpGood,MV1_DmvMax_Meas_MpGood,
552,MV1_DmvMax_Meas,MV1_DmvMax_Meas_LTL_MpGood,
553,MV1_DmvMax_Meas,MV1_DmvMax_Meas_UTL_MpGood,
554,MV1_DmvMax_Meas_UTL,MV1_DmvMax_Meas_UTL_MpGood,
555,MV1_DmvMax_Meas_UTL_MpGood,MV1_DmvMax_Meas_MpGood,
556,MV1_DmvMax_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
557,MV1_errorMeas,MV1_DmvMin_Meas,
558,MV1_errorMeas,MV1_DmvMax_Meas,
559,PSec_C1_pSection_ID_num,MV1_errorMeas,2.0
560,PSec_C1_pSection_ID_num,MV2_errorMeas,2.0
561,PSec_C1_pSection_ID_num,MV3_errorMeas,2.0
562,PSec_C1_pSection_ID_num,MV4_errorMeas,2.0
563,PSec_C1_pSection_ID_num,MV5_errorMeas,2.0
564,PSec_C1_pSection_ID_num,MV6_errorMeas,2.0
565,PSec_C1_pSection_ID_num,MV7_errorMeas,2.0
566,PSec_C1_pSection_ID_num,MV8_errorMeas,2.0
567,MV2_DmvMin_Meas,MV2_DmvMin_Meas_LTL_MpGood,
568,MV2_DmvMin_Meas,MV2_DmvMin_Meas_UTL_MpGood,
569,MV2_DmvMin_Meas_LTL_MpGood,MV2_DmvMin_Meas_MpGood,
570,MV2_DmvMin_Meas_LTL,MV2_DmvMin_Meas_LTL_MpGood,
571,MV2_DmvMin_Meas_UTL_MpGood,MV2_DmvMin_Meas_MpGood,
572,MV2_DmvMin_Meas_UTL,MV2_DmvMin_Meas_UTL_MpGood,
573,MV2_DmvMin_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
574,MV2_DmvMax_Meas,MV2_DmvMax_Meas_LTL_MpGood,
575,MV2_DmvMax_Meas,MV2_DmvMax_Meas_UTL_MpGood,
576,MV2_DmvMax_Meas_LTL_MpGood,MV2_DmvMax_Meas_MpGood,
577,MV2_DmvMax_Meas_LTL,MV2_DmvMax_Meas_LTL_MpGood,
578,MV2_DmvMax_Meas_UTL,MV2_DmvMax_Meas_UTL_MpGood,
579,MV2_DmvMax_Meas_UTL_MpGood,MV2_DmvMax_Meas_MpGood,
580,MV2_DmvMax_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
581,MV2_errorMeas,MV2_DmvMin_Meas,
582,MV2_errorMeas,MV2_DmvMax_Meas,
583,MV3_DmvMin_Meas,MV3_DmvMin_Meas_LTL_MpGood,
584,MV3_DmvMin_Meas,MV3_DmvMin_Meas_UTL_MpGood,
585,MV3_DmvMin_Meas_LTL_MpGood,MV3_DmvMin_Meas_MpGood,
586,MV3_DmvMin_Meas_LTL,MV3_DmvMin_Meas_LTL_MpGood,
587,MV3_DmvMin_Meas_UTL,MV3_DmvMin_Meas_UTL_MpGood,
588,MV3_DmvMin_Meas_UTL_MpGood,MV3_DmvMin_Meas_MpGood,
589,MV3_DmvMin_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
590,MV3_DmvMax_Meas,MV3_DmvMax_Meas_LTL_MpGood,
591,MV3_DmvMax_Meas,MV3_DmvMax_Meas_UTL_MpGood,
592,MV3_DmvMax_Meas_LTL_MpGood,MV3_DmvMax_Meas_MpGood,
593,MV3_DmvMax_Meas_LTL,MV3_DmvMax_Meas_LTL_MpGood,
594,MV3_DmvMax_Meas_UTL,MV3_DmvMax_Meas_UTL_MpGood,
595,MV3_DmvMax_Meas_UTL_MpGood,MV3_DmvMax_Meas_MpGood,
596,MV3_DmvMax_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
597,MV3_errorMeas,MV3_DmvMin_Meas,
598,MV3_errorMeas,MV3_DmvMax_Meas,
599,MV4_DmvMin_Meas,MV4_DmvMin_Meas_LTL_MpGood,
600,MV4_DmvMin_Meas,MV4_DmvMin_Meas_UTL_MpGood,
601,MV4_DmvMin_Meas_LTL_MpGood,MV4_DmvMin_Meas_MpGood,
602,MV4_DmvMin_Meas_LTL,MV4_DmvMin_Meas_LTL_MpGood,
603,MV4_DmvMin_Meas_UTL_MpGood,MV4_DmvMin_Meas_MpGood,
604,MV4_DmvMin_Meas_UTL,MV4_DmvMin_Meas_UTL_MpGood,
605,MV4_DmvMin_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
606,MV4_DmvMax_Meas_LTL,MV4_DmvMax_Meas_LTL_MpGood,
607,MV4_DmvMax_Meas_LTL_MpGood,MV4_DmvMax_Meas_MpGood,
608,MV4_DmvMax_Meas,MV4_DmvMax_Meas_LTL_MpGood,
609,MV4_DmvMax_Meas,MV4_DmvMax_Meas_UTL_MpGood,
610,MV4_DmvMax_Meas_UTL,MV4_DmvMax_Meas_UTL_MpGood,
611,MV4_DmvMax_Meas_UTL_MpGood,MV4_DmvMax_Meas_MpGood,
612,MV4_DmvMax_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
613,MV4_errorMeas,MV4_DmvMin_Meas,
614,MV4_errorMeas,MV4_DmvMax_Meas,
615,MV5_DmvMin_Meas_LTL,MV5_DmvMin_Meas_LTL_MpGood,
616,MV5_DmvMin_Meas_LTL_MpGood,MV5_DmvMin_Meas_MpGood,
617,MV5_DmvMin_Meas,MV5_DmvMin_Meas_LTL_MpGood,
618,MV5_DmvMin_Meas,MV5_DmvMin_Meas_UTL_MpGood,
619,MV5_DmvMin_Meas_UTL_MpGood,MV5_DmvMin_Meas_MpGood,
620,MV5_DmvMin_Meas_UTL,MV5_DmvMin_Meas_UTL_MpGood,
621,MV5_DmvMin_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
622,MV5_DmvMax_Meas_LTL,MV5_DmvMax_Meas_LTL_MpGood,
623,MV5_DmvMax_Meas_LTL_MpGood,MV5_DmvMax_Meas_MpGood,
624,MV5_DmvMax_Meas,MV5_DmvMax_Meas_LTL_MpGood,
625,MV5_DmvMax_Meas,MV5_DmvMax_Meas_UTL_MpGood,
626,MV5_DmvMax_Meas_UTL,MV5_DmvMax_Meas_UTL_MpGood,
627,MV5_DmvMax_Meas_UTL_MpGood,MV5_DmvMax_Meas_MpGood,
628,MV5_DmvMax_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
629,MV5_errorMeas,MV5_DmvMin_Meas,
630,MV5_errorMeas,MV5_DmvMax_Meas,
631,MV6_DmvMin_Meas,MV6_DmvMin_Meas_LTL_MpGood,
632,MV6_DmvMin_Meas,MV6_DmvMin_Meas_UTL_MpGood,
633,MV6_DmvMin_Meas_LTL_MpGood,MV6_DmvMin_Meas_MpGood,
634,MV6_DmvMin_Meas_LTL,MV6_DmvMin_Meas_LTL_MpGood,
635,MV6_DmvMin_Meas_UTL,MV6_DmvMin_Meas_UTL_MpGood,
636,MV6_DmvMin_Meas_UTL_MpGood,MV6_DmvMin_Meas_MpGood,
637,MV6_DmvMin_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
638,MV6_DmvMax_Meas,MV6_DmvMax_Meas_LTL_MpGood,
639,MV6_DmvMax_Meas,MV6_DmvMax_Meas_UTL_MpGood,
640,MV6_DmvMax_Meas_LTL_MpGood,MV6_DmvMax_Meas_MpGood,
641,MV6_DmvMax_Meas_LTL,MV6_DmvMax_Meas_LTL_MpGood,
642,MV6_DmvMax_Meas_UTL_MpGood,MV6_DmvMax_Meas_MpGood,
643,MV6_DmvMax_Meas_UTL,MV6_DmvMax_Meas_UTL_MpGood,
644,MV6_DmvMax_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
645,MV6_errorMeas,MV6_DmvMin_Meas,
646,MV6_errorMeas,MV6_DmvMax_Meas,
647,MV7_DmvMin_Meas,MV7_DmvMin_Meas_LTL_MpGood,
648,MV7_DmvMin_Meas,MV7_DmvMin_Meas_UTL_MpGood,
649,MV7_DmvMin_Meas_LTL_MpGood,MV7_DmvMin_Meas_MpGood,
650,MV7_DmvMin_Meas_LTL,MV7_DmvMin_Meas_LTL_MpGood,
651,MV7_DmvMin_Meas_UTL,MV7_DmvMin_Meas_UTL_MpGood,
652,MV7_DmvMin_Meas_UTL_MpGood,MV7_DmvMin_Meas_MpGood,
653,MV7_DmvMin_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
654,MV7_DmvMax_Meas_LTL,MV7_DmvMax_Meas_LTL_MpGood,
655,MV7_DmvMax_Meas_LTL_MpGood,MV7_DmvMax_Meas_MpGood,
656,MV7_DmvMax_Meas,MV7_DmvMax_Meas_LTL_MpGood,
657,MV7_DmvMax_Meas,MV7_DmvMax_Meas_UTL_MpGood,
658,MV7_DmvMax_Meas_UTL_MpGood,MV7_DmvMax_Meas_MpGood,
659,MV7_DmvMax_Meas_UTL,MV7_DmvMax_Meas_UTL_MpGood,
660,MV7_DmvMax_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
661,MV7_errorMeas,MV7_DmvMin_Meas,
662,MV7_errorMeas,MV7_DmvMax_Meas,
663,MV8_DmvMin_Meas_LTL,MV8_DmvMin_Meas_LTL_MpGood,
664,MV8_DmvMin_Meas_LTL_MpGood,MV8_DmvMin_Meas_MpGood,
665,MV8_DmvMin_Meas,MV8_DmvMin_Meas_LTL_MpGood,
666,MV8_DmvMin_Meas,MV8_DmvMin_Meas_UTL_MpGood,
667,MV8_DmvMin_Meas_UTL_MpGood,MV8_DmvMin_Meas_MpGood,
668,MV8_DmvMin_Meas_UTL,MV8_DmvMin_Meas_UTL_MpGood,
669,MV8_DmvMin_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
670,MV8_DmvMax_Meas,MV8_DmvMax_Meas_LTL_MpGood,
671,MV8_DmvMax_Meas,MV8_DmvMax_Meas_UTL_MpGood,
672,MV8_DmvMax_Meas_LTL_MpGood,MV8_DmvMax_Meas_MpGood,
673,MV8_DmvMax_Meas_LTL,MV8_DmvMax_Meas_LTL_MpGood,
674,MV8_DmvMax_Meas_UTL_MpGood,MV8_DmvMax_Meas_MpGood,
675,MV8_DmvMax_Meas_UTL,MV8_DmvMax_Meas_UTL_MpGood,
676,MV8_DmvMax_Meas_MpGood,Sec_C1_Machine1_ProcessResult,
677,MV8_errorMeas,MV8_DmvMin_Meas,
678,MV8_errorMeas,MV8_DmvMax_Meas,
679,MV1_p0_LTL,MV1_p0_LTL_MpGood,
680,MV1_p0_LTL_MpGood,MV1_p0_MpGood,
681,MV1_p0,MV1_p0_LTL_MpGood,
682,MV1_p0,MV1_p0_UTL_MpGood,
683,MV1_p0,MV1_p,
684,MV1_p0_UTL,MV1_p0_UTL_MpGood,
685,MV1_p0_UTL_MpGood,MV1_p0_MpGood,
686,MV1_p0_MpGood,Sec_C1A_Machine2_ProcessResult,
687,MV1_p_LTL,MV1_p_LTL_MpGood,
688,MV1_p_LTL_MpGood,MV1_p_MpGood,
689,MV1_p,MV1_p_LTL_MpGood,
690,MV1_p,MV1_p_UTL_MpGood,
691,MV1_p_UTL_MpGood,MV1_p_MpGood,
692,MV1_p_UTL,MV1_p_UTL_MpGood,
693,MV1_p_MpGood,Sec_C1A_Machine2_ProcessResult,
694,MV1_AleakSum,MV1_deltaP,
695,MV1_Aleak_machine,MV1_AleakSum,
696,MV1_Vchamber_part_REF,MV1_deltaP,
697,MV1_deltaP,MV1_p,
698,MV1_Vchamber_part,MV1_deltaP,
699,PSec_C1A_pSection_ID_num,MV1_p0,2.0
700,PSec_C1A_pSection_ID_num,MV1_Aleak_machine,2.0
701,PSec_C1A_pSection_ID_num,MV2_p0,2.0
702,PSec_C1A_pSection_ID_num,MV2_Aleak_machine,2.0
703,PSec_C1A_pSection_ID_num,MV3_p0,2.0
704,PSec_C1A_pSection_ID_num,MV3_Aleak_machine,2.0
705,PSec_C1A_pSection_ID_num,MV4_p0,2.0
706,PSec_C1A_pSection_ID_num,MV4_Aleak_machine,2.0
707,PSec_C1A_pSection_ID_num,MV5_p0,2.0
708,PSec_C1A_pSection_ID_num,MV5_Aleak_machine,2.0
709,PSec_C1A_pSection_ID_num,MV6_p0,2.0
710,PSec_C1A_pSection_ID_num,MV6_Aleak_machine,2.0
711,PSec_C1A_pSection_ID_num,MV7_p0,2.0
712,PSec_C1A_pSection_ID_num,MV7_Aleak_machine,2.0
713,PSec_C1A_pSection_ID_num,MV8_p0,2.0
714,PSec_C1A_pSection_ID_num,MV8_Aleak_machine,2.0
715,MV2_p0,MV2_p0_LTL_MpGood,
716,MV2_p0,MV2_p0_UTL_MpGood,
717,MV2_p0,MV2_p,
718,MV2_p0_LTL_MpGood,MV2_p0_MpGood,
719,MV2_p0_LTL,MV2_p0_LTL_MpGood,
720,MV2_p0_UTL_MpGood,MV2_p0_MpGood,
721,MV2_p0_UTL,MV2_p0_UTL_MpGood,
722,MV2_p0_MpGood,Sec_C1A_Machine2_ProcessResult,
723,MV2_p_LTL,MV2_p_LTL_MpGood,
724,MV2_p_LTL_MpGood,MV2_p_MpGood,
725,MV2_p,MV2_p_LTL_MpGood,
726,MV2_p,MV2_p_UTL_MpGood,
727,MV2_p_UTL,MV2_p_UTL_MpGood,
728,MV2_p_UTL_MpGood,MV2_p_MpGood,
729,MV2_p_MpGood,Sec_C1A_Machine2_ProcessResult,
730,MV2_AleakSum,MV2_deltaP,
731,MV2_Aleak_machine,MV2_AleakSum,
732,MV2_Vchamber_part_REF,MV2_deltaP,
733,MV2_deltaP,MV2_p,
734,MV2_Vchamber_part,MV2_deltaP,
735,MV3_p0,MV3_p0_LTL_MpGood,
736,MV3_p0,MV3_p0_UTL_MpGood,
737,MV3_p0,MV3_p,
738,MV3_p0_LTL_MpGood,MV3_p0_MpGood,
739,MV3_p0_LTL,MV3_p0_LTL_MpGood,
740,MV3_p0_UTL_MpGood,MV3_p0_MpGood,
741,MV3_p0_UTL,MV3_p0_UTL_MpGood,
742,MV3_p0_MpGood,Sec_C1A_Machine2_ProcessResult,
743,MV3_p,MV3_p_LTL_MpGood,
744,MV3_p,MV3_p_UTL_MpGood,
745,MV3_p_LTL_MpGood,MV3_p_MpGood,
746,MV3_p_LTL,MV3_p_LTL_MpGood,
747,MV3_p_UTL_MpGood,MV3_p_MpGood,
748,MV3_p_UTL,MV3_p_UTL_MpGood,
749,MV3_p_MpGood,Sec_C1A_Machine2_ProcessResult,
750,MV3_AleakSum,MV3_deltaP,
751,MV3_Aleak_machine,MV3_AleakSum,
752,MV3_Vchamber_part_REF,MV3_deltaP,
753,MV3_deltaP,MV3_p,
754,MV3_Vchamber_part,MV3_deltaP,
755,MV4_p0_LTL,MV4_p0_LTL_MpGood,
756,MV4_p0_LTL_MpGood,MV4_p0_MpGood,
757,MV4_p0,MV4_p0_LTL_MpGood,
